Date,Type,Info,cell_info_data,State,OverrideNetworkType
1658590494.0,Driving,"{('LTE', '15640842', '45'): {'MeanLatency': 44.90909090909091, 'MeanThroughput': 2.8761424778761056}}",{'EARFCN': '700'},,GHz)
1662156136.0,Walking,"{('5G', '225546251', '78'): {'MeanLatency': 65.70909090909092, 'MeanThroughput': 27.70598620689656}}",{'EARFCN': '875'},MA,GHz)
1664573251.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 85.24545454545454, 'MeanThroughput': 8.605839310344829}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,5G(mmWave)
1662424913.0,Static,"{('5G', '16940042', '152'): {'MeanLatency': 47.3909090909091, 'MeanThroughput': 15.029559047619049}, ('LTE', '16940042', '152'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1658081765.0,Walking,"{('5G', '14397708', '126'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '14397708', '126'): {'MeanLatency': 32.37272727272727, 'MeanThroughput': 20.622100952380958}}",{'EARFCN': '66536'},MA,GHz)
1658878015.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': 39.690909090909095, 'MeanThroughput': 2.052946853146854}}",{'EARFCN': '1025'},MA,LTE-CA
1658590453.0,Driving,"{('LTE', '15640842', '45'): {'MeanLatency': 95.14545454545454, 'MeanThroughput': 13.131866355140188}}",{'EARFCN': '700'},MA,GHz)
1689211824.0,Walking,"{('5G', '0', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '23200257', '30'): {'MeanLatency': 62.57272727272727, 'MeanThroughput': 8.356495312500003}}","{'ARFCN': '125570', 'EARFCN': '66786'}",CA,GHz)
1670650203.0,Static,"{('5G', '21417473', '74'): {'MeanLatency': 58.300000000000004, 'MeanThroughput': 34.95403947368421}, ('LTE', '21417473', '74'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66786'},CA,Unknown
1675112403.0,Static,"{('5G', '9223372036854775807', '247'): {'MeanLatency': 372.6818181818182, 'MeanThroughput': 1.599686440677966}}",{'ARFCN': '125900'},MA,GHz)
1657567708.0,Walking,"{('LTE', '14536216', '115'): {'MeanLatency': nan, 'MeanThroughput': 44.04000666666666}, ('5G', '14536216', '115'): {'MeanLatency': 20.61818181818182, 'MeanThroughput': 113.88905888888888}}",{'EARFCN': '1025'},MA,5G(mmWave)
1658086268.0,Walking,"{('LTE', '14397720', '127'): {'MeanLatency': nan, 'MeanThroughput': 4.893206666666667}, ('LTE', '14397718', '127'): {'MeanLatency': 31.736363636363635, 'MeanThroughput': 17.053149494949498}}",{'EARFCN': '66536'},MA,GHz)
1658591901.0,Driving,"{('5G', '9223372036854775807', '274'): {'MeanLatency': 44.40909090909091, 'MeanThroughput': 15.592811206896553}, ('LTE', '9223372036854775807', '274'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '174800'},MA,GHz)
1667262516.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 85.69090909090909, 'MeanThroughput': 2.2210673611111105}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1663915726.0,Static,"{('5G', '22524427', '56'): {'MeanLatency': 61.709090909090904, 'MeanThroughput': 11.978394890510948}, ('LTE', '22524427', '56'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '875'},CA,GHz)
1667665523.0,Static,"{('5G', '9223372036854775807', '545'): {'MeanLatency': 22.50909090909091, 'MeanThroughput': 13.50023937007874}, ('LTE', '9223372036854775807', '545'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1658091142.0,Static,"{('LTE', '14397708', '126'): {'MeanLatency': 32.32727272727272, 'MeanThroughput': 15.729020909090895}}",{'EARFCN': '66536'},MA,GHz)
1658710238.0,Driving,"{('LTE', '14771548', '36'): {'MeanLatency': 57.03333333333334, 'MeanThroughput': 4.22468057553957}, ('LTE', '14618626', '232'): {'MeanLatency': 59.1375, 'MeanThroughput': nan}}",{'EARFCN': '5230'},MA,LTE-CA
1658878130.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': 37.71818181818181, 'MeanThroughput': 4.337777697841726}}",{'EARFCN': '1025'},MA,LTE-CA
1669745628.0,Static,"{('5G', '9223372036854775807', '423'): {'MeanLatency': 85.255, 'MeanThroughput': 19.23916869565217}, ('LTE', '9223372036854775807', '423'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '125900'},,GHz)
1668188848.0,Walking,"{('5G', '9223372036854775807', '533'): {'MeanLatency': 42.618181818181824, 'MeanThroughput': 56.79758787878787}}",{'ARFCN': '529998'},MA,Unknown
1684887978.0,Walking,"{('5G', '21112073', '155'): {'MeanLatency': 62.900000000000006, 'MeanThroughput': 8.643709909909909}, ('LTE', '21112073', '155'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1665878806.0,Driving,"{('LTE', '9223372036854775807', '467'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '467'): {'MeanLatency': nan, 'MeanThroughput': 4.620151485148516}, ('5G', '79503873', '306'): {'MeanLatency': 189.43636363636367, 'MeanThroughput': 0.8534651162790697}}","{'ARFCN': '528696', 'EARFCN': '66736'}",MA,GHz)
1667665620.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 48.645454545454534, 'MeanThroughput': 51.22567407407406}}",{'ARFCN': '529998'},MA,Unknown
1662158811.0,Walking,"{('5G', '9223372036854775807', '303'): {'MeanLatency': 48.718181818181826, 'MeanThroughput': 60.02390280373831}}",{'ARFCN': '529998'},MA,Unknown
1662408125.0,Static,"{('5G', '16940042', '152'): {'MeanLatency': 46.74545454545455, 'MeanThroughput': 11.983738392857145}, ('LTE', '16940042', '152'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1671471703.0,Walking,"{('LTE', '9223372036854775807', '560'): {'MeanLatency': 130.8, 'MeanThroughput': 49.122233980582536}}",{'ARFCN': '529998'},MA,Unknown
1658710248.0,Driving,"{('LTE', '15616271', '249'): {'MeanLatency': 81.14545454545454, 'MeanThroughput': 1.4132191304347825}}",{'EARFCN': '5110'},MA,LTE-CA
1680798749.0,Walking,"{('5G', '7677436207', '29'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '7677436207', '807'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '7593025837', '807'): {'MeanLatency': nan, 'MeanThroughput': 20.118206976744183}, ('5G', '7614583087', '35'): {'MeanLatency': 51.92727272727273, 'MeanThroughput': 16.16513333333333}}",{'ARFCN': '501390'},CA,None
1662407926.0,Static,"{('LTE', '16940042', '152'): {'MeanLatency': 44.199999999999996, 'MeanThroughput': 1.5692265306122446}}",{'EARFCN': '700'},MA,GHz)
1658591918.0,Driving,"{('LTE', '14605592', '256'): {'MeanLatency': 38.327272727272735, 'MeanThroughput': 2.053165734265734}}",{'EARFCN': '1025'},MA,GHz)
1665702593.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 151.4818181818182, 'MeanThroughput': 3.688380689655174}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,GHz)
1658710099.0,Driving,"{('LTE', '14625795', '285'): {'MeanLatency': 49.25454545454545, 'MeanThroughput': 15.878840952380948}}",{'EARFCN': '5230'},MA,LTE-CA
1663911898.0,Static,"{('5G', '21095431', '200'): {'MeanLatency': 80.92727272727274, 'MeanThroughput': 65.806814953271}, ('LTE', '21095431', '200'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658590779.0,Driving,"{('LTE', '10458114', '156'): {'MeanLatency': nan, 'MeanThroughput': 18.26193146067416}, ('LTE', '32207105', '299'): {'MeanLatency': 57.71818181818182, 'MeanThroughput': 45.1701}}",{'EARFCN': '66736'},MA,LTE-CA
1657842325.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': 36.73636363636364, 'MeanThroughput': 4.177287804878048}}",{'EARFCN': '1025'},MA,LTE-CA
1658163820.0,Walking,"{('5G', '14351128', '218'): {'MeanLatency': 64.0, 'MeanThroughput': 19.509251351351352}, ('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1025'},MA,5G(mmWave)
1675704419.0,Walking,"{('5G', '21078787', '284'): {'MeanLatency': 57.04545454545455, 'MeanThroughput': 20.104490225563907}, ('LTE', '21078787', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66786'},CA,Unknown
1671471681.0,Walking,"{('LTE', '9223372036854775807', '566'): {'MeanLatency': nan, 'MeanThroughput': 48.54851200000003}, ('LTE', '9223372036854775807', '371'): {'MeanLatency': 42.590909090909086, 'MeanThroughput': 73.4834}}",{'ARFCN': '529998'},MA,Unknown
1658090320.0,Static,"{('LTE', '14397710', '126'): {'MeanLatency': nan, 'MeanThroughput': 5.243470588235294}, ('LTE', '14397708', '126'): {'MeanLatency': 39.63636363636363, 'MeanThroughput': 9.745044565217391}}",{'EARFCN': '66536'},MA,GHz)
1664921263.0,Walking,"{('LTE', '9223372036854775807', '560'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '560'): {'MeanLatency': 45.41818181818183, 'MeanThroughput': 10.57991452991453}}",{'ARFCN': '529998'},MA,Unknown
1667665656.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': nan, 'MeanThroughput': 21.903735555555556}, ('5G', '5459484975', '533'): {'MeanLatency': 48.22727272727273, 'MeanThroughput': 41.76745689655172}}",{'ARFCN': '529998'},MA,Unknown
1671070677.0,Driving,"{('5G', '21148162', '321'): {'MeanLatency': nan, 'MeanThroughput': 6.883662500000001}, ('LTE', '21148162', '321'): {'MeanLatency': 68.60000000000001, 'MeanThroughput': 27.738168604651168}}",{'EARFCN': '66786'},CA,GHz)
1670532609.0,Walking,"{('LTE', '9223372036854775807', '364'): {'MeanLatency': 120.64545454545454, 'MeanThroughput': 0.2879879120879121}}",{'ARFCN': '529998'},MA,Unknown
1670532557.0,Static,"{('LTE', '122346253', '41'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '9223372036854775807', '364'): {'MeanLatency': 127.15454545454546, 'MeanThroughput': 0.7020850393700788}}","{'EARFCN': '875', 'ARFCN': '529998'}",MA,5G(mmWave)
1658579341.0,Static,"{('LTE', '16957193', '252'): {'MeanLatency': nan, 'MeanThroughput': 36.69950909090908}, ('LTE', '9223372036854775807', '682'): {'MeanLatency': 42.47272727272727, 'MeanThroughput': 64.29817419354838}}","{'EARFCN': '700', 'ARFCN': '174800'}",MA,GHz)
1658344113.0,Static,"{('5G', '16940042', '14'): {'MeanLatency': 61.42499999999999, 'MeanThroughput': 24.316168965517235}, ('LTE', '16940042', '14'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1657567461.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': 38.97272727272727, 'MeanThroughput': 51.349399019607844}}",{'EARFCN': '66536'},MA,GHz)
1657925063.0,Walking,"{('LTE', '14536214', '115'): {'MeanLatency': 16.766666666666666, 'MeanThroughput': 46.65210648148149}, ('5G', '14536214', '115'): {'MeanLatency': 24.449999999999996, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658710231.0,Driving,"{('LTE', '15630863', '325'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '15616271', '249'): {'MeanLatency': nan, 'MeanThroughput': 0.8738196078431371}, ('LTE', '15643153', '335'): {'MeanLatency': 63.37272727272728, 'MeanThroughput': 2.6209499999999997}}",{'EARFCN': '5110'},MA,LTE-CA
1657325158.0,Static,"{('LTE', '34497537', '384'): {'MeanLatency': 72.91818181818184, 'MeanThroughput': 0.11956849315068495}}",{'EARFCN': '66736'},MA,LTE-CA
1675718445.0,Walking,"{('5G', '7593025837', '807'): {'MeanLatency': 80.57272727272728, 'MeanThroughput': 9.049443150684933}}",{'ARFCN': '501390'},CA,Unknown
1657567217.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': 31.60909090909091, 'MeanThroughput': 44.13238640776701}}",{'EARFCN': '66536'},MA,GHz)
1667751973.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 47.71818181818182, 'MeanThroughput': 38.591115315315314}}",{'ARFCN': '529998'},MA,Unknown
1665094461.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 68.45454545454545, 'MeanThroughput': 1.7202874999999997}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,5G(mmWave)
1658103251.0,Static,"{('LTE', '14397718', '127'): {'MeanLatency': 30.66363636363636, 'MeanThroughput': 9.521118400000004}}",{'EARFCN': '66536'},MA,GHz)
1657735180.0,Static,"{('LTE', '11614210', '224'): {'MeanLatency': 59.536363636363646, 'MeanThroughput': 6.834177600000004}}",{'EARFCN': '66736'},MA,LTE-CA
1657922154.0,Static,"{('5G', '16899080', '201'): {'MeanLatency': 39.6, 'MeanThroughput': 4.047118421052632}, ('LTE', '16899080', '201'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1681857160.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 75.77272727272727, 'MeanThroughput': 22.601921008403373}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657325666.0,Static,"{('LTE', '16940042', '194'): {'MeanLatency': 41.61818181818182, 'MeanThroughput': 9.507216949152543}}",{'EARFCN': '700'},MA,GHz)
1658109896.0,Walking,"{('LTE', '14397708', '126'): {'MeanLatency': 32.60909090909091, 'MeanThroughput': 49.39715784313726}}",{'EARFCN': '66536'},MA,GHz)
1657325893.0,Static,"{('LTE', '10429443', '54'): {'MeanLatency': 69.35454545454546, 'MeanThroughput': 0.10923125}}",{'EARFCN': '66736'},MA,LTE-CA
1658163627.0,Driving,"{('LTE', '14355458', '210'): {'MeanLatency': 30.700000000000003, 'MeanThroughput': 19.193166086956527}}",{'EARFCN': '5230'},MA,None
1657567237.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': 31.999999999999996, 'MeanThroughput': 33.59511844660195}}",{'EARFCN': '66536'},MA,GHz)
1657926429.0,Walking,"{('5G', '14374442', '41'): {'MeanLatency': 18.299999999999997, 'MeanThroughput': 81.41322830188683}, ('LTE', '14374442', '41'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658155722.0,Static,"{('LTE', '14397720', '127'): {'MeanLatency': 36.52727272727273, 'MeanThroughput': 6.68503583333333}}",{'EARFCN': '1025'},MA,LTE-CA
1658163741.0,Static,"{('5G', '14351116', '216'): {'MeanLatency': nan, 'MeanThroughput': 89.67853749999999}, ('LTE', '14351116', '216'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '14536214', '115'): {'MeanLatency': 13.314000000000002, 'MeanThroughput': 152.0453425925926}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658163779.0,Walking,"{('LTE', '14536216', '115'): {'MeanLatency': nan, 'MeanThroughput': 69.30323437499999}, ('5G', '14536216', '115'): {'MeanLatency': 17.545454545454543, 'MeanThroughput': 55.826898591549295}}",{'EARFCN': '1025'},MA,5G(mmWave)
1658087912.0,Static,"{('LTE', '14397720', '127'): {'MeanLatency': nan, 'MeanThroughput': 3.7450714285714284}, ('LTE', '14397708', '126'): {'MeanLatency': nan, 'MeanThroughput': 6.914484057971016}, ('LTE', '14397718', '127'): {'MeanLatency': 34.94545454545454, 'MeanThroughput': 10.610769047619046}}",{'EARFCN': '66536'},MA,GHz)
1657926452.0,Walking,"{('5G', '14374442', '41'): {'MeanLatency': 12.463636363636363, 'MeanThroughput': 39.43948141592921}, ('LTE', '14374442', '41'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658590603.0,Driving,"{('LTE', '14599958', '312'): {'MeanLatency': 165.86666666666667, 'MeanThroughput': 3.978637588652482}, ('LTE', '14599938', '312'): {'MeanLatency': 350.4, 'MeanThroughput': nan}}",{'EARFCN': '5230'},MA,LTE-CA
1667665719.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 47.22727272727272, 'MeanThroughput': 44.915642477876105}}",{'ARFCN': '529998'},MA,Unknown
1658168034.0,Static,"{('5G', '11037196', '208'): {'MeanLatency': 81.9090909090909, 'MeanThroughput': 0.22401367521367524}, ('LTE', '11037196', '208'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '875'},MA,GHz)
1667665472.0,Walking,"{('LTE', '14508312', '400'): {'MeanLatency': nan, 'MeanThroughput': 4.368983333333334}, ('5G', '14508312', '400'): {'MeanLatency': nan, 'MeanThroughput': 19.36687142857143}, ('5G', '9223372036854775807', '545'): {'MeanLatency': 16.29909090909091, 'MeanThroughput': 14.899726315789472}}","{'EARFCN': '1025', 'ARFCN': '2073333'}",MA,5G(mmWave)
1667752017.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 42.78181818181818, 'MeanThroughput': 53.64417129629628}}",{'ARFCN': '529998'},MA,Unknown
1676317819.0,Walking,"{('5G', '21078787', '284'): {'MeanLatency': 57.627272727272725, 'MeanThroughput': 6.643863013698633}, ('LTE', '21078787', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66786'},CA,Unknown
1665094484.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 85.47272727272728, 'MeanThroughput': 0.769990909090909}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1665791307.0,Static,"{('5G', '21107713', '450'): {'MeanLatency': 65.18181818181819, 'MeanThroughput': 4.592791724137932}, ('LTE', '21107713', '450'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66786'},CA,Unknown
1658156154.0,Static,"{('LTE', '14397720', '127'): {'MeanLatency': 32.554545454545455, 'MeanThroughput': 6.434432575757578}}",{'EARFCN': '1025'},MA,None
1658155595.0,Static,"{('LTE', '14397730', '128'): {'MeanLatency': nan, 'MeanThroughput': 3.7449285714285714}, ('LTE', '14397720', '127'): {'MeanLatency': 33.77272727272727, 'MeanThroughput': 5.985293805309736}}",{'EARFCN': '1025'},MA,LTE-CA
1658091114.0,Static,"{('LTE', '14397710', '126'): {'MeanLatency': nan, 'MeanThroughput': 4.839876923076923}, ('LTE', '14397708', '126'): {'MeanLatency': 36.00909090909091, 'MeanThroughput': 14.71398494623656}}",{'EARFCN': '66536'},MA,GHz)
1675372206.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 62.318181818181806, 'MeanThroughput': 0.5745986301369862}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657330490.0,Static,"{('LTE', '11037186', '133'): {'MeanLatency': 60.71818181818182, 'MeanThroughput': 16.457011111111107}}",{'EARFCN': '66736'},MA,LTE-CA
1658163890.0,Walking,"{('LTE', '14374444', '41'): {'MeanLatency': nan, 'MeanThroughput': 28.29819487179487}, ('LTE', '14351128', '218'): {'MeanLatency': 33.33636363636364, 'MeanThroughput': 19.850224999999995}}",{'EARFCN': '1025'},MA,None
1667574330.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 35.68181818181818, 'MeanThroughput': 46.33584594594595}}",{'ARFCN': '529998'},MA,Unknown
1658109865.0,Walking,"{('LTE', '14397710', '126'): {'MeanLatency': nan, 'MeanThroughput': 33.49786666666667}, ('LTE', '14397708', '126'): {'MeanLatency': 33.7, 'MeanThroughput': 51.804509523809536}}",{'EARFCN': '66536'},MA,GHz)
1668188813.0,Walking,"{('5G', '9223372036854775807', '341'): {'MeanLatency': 84.47500000000001, 'MeanThroughput': 53.76693867924528}}",{'ARFCN': '529998'},MA,Unknown
1667665639.0,Walking,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 18.499999999999996, 'MeanThroughput': 158.9362656862745}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1658093884.0,Static,"{('LTE', '14397723', '127'): {'MeanLatency': nan, 'MeanThroughput': 6.553375}, ('LTE', '14397718', '127'): {'MeanLatency': 34.41818181818182, 'MeanThroughput': 18.032354205607476}}",{'EARFCN': '66536'},MA,GHz)
1657925989.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': 7.282633333333333}, ('LTE', '14351116', '216'): {'MeanLatency': nan, 'MeanThroughput': 145.55090476190475}, ('5G', '14351116', '216'): {'MeanLatency': 24.545454545454547, 'MeanThroughput': 132.57141587301587}}",{'EARFCN': '66536'},MA,5G(mmWave)
1668529389.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 43.23636363636363, 'MeanThroughput': 43.029511711711734}}",{'ARFCN': '529998'},MA,None
1658163920.0,Walking,"{('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': 27.788305000000005}, ('LTE', '14536216', '115'): {'MeanLatency': nan, 'MeanThroughput': 51.22065384615385}, ('5G', '14536216', '115'): {'MeanLatency': 20.14181818181818, 'MeanThroughput': 54.232193750000015}}",{'EARFCN': '1025'},MA,5G(mmWave)
1670441483.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 73.98181818181818, 'MeanThroughput': 11.706662328767127}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658590604.0,Driving,"{('LTE', '15640842', '45'): {'MeanLatency': 52.11818181818182, 'MeanThroughput': 3.7567212598425197}}",{'EARFCN': '700'},,GHz)
1657330404.0,Static,"{('LTE', '11037186', '133'): {'MeanLatency': 60.22727272727273, 'MeanThroughput': 22.5849375}}",{'EARFCN': '66736'},MA,LTE-CA
1657924805.0,Walking,"{('LTE', '14351128', '218'): {'MeanLatency': 142.5818181818182, 'MeanThroughput': 2.305430496453901}}",{'EARFCN': '1025'},MA,None
1681942330.0,Walking,"{('5G', '7681675287', '35'): {'MeanLatency': nan, 'MeanThroughput': 11.169564492753624}, ('5G', '7653105966', '854'): {'MeanLatency': nan, 'MeanThroughput': 0.0}, ('LTE', '7653105966', '854'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '21112065', '155'): {'MeanLatency': 89.2, 'MeanThroughput': nan}}","{'ARFCN': '501390', 'EARFCN': '66786'}",CA,None
1680812781.0,Walking,"{('5G', '7593025837', '807'): {'MeanLatency': 90.91818181818181, 'MeanThroughput': 28.240262184873966}}",{'ARFCN': '501390'},CA,GHz)
1667751884.0,Walking,"{('5G', '5481136429', '371'): {'MeanLatency': nan, 'MeanThroughput': 25.28975882352941}, ('5G', '5388083502', '560'): {'MeanLatency': 43.45454545454545, 'MeanThroughput': 32.88318932038835}}",{'ARFCN': '529998'},MA,Unknown
1682549669.0,Walking,"{('5G', '7593025837', '807'): {'MeanLatency': 91.82727272727273, 'MeanThroughput': 25.388534246575343}}",{'ARFCN': '501390'},CA,None
1657840244.0,Static,"{('5G', '16899080', '201'): {'MeanLatency': 37.38181818181818, 'MeanThroughput': 1.5696401360544217}, ('LTE', '16899080', '201'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1661469479.0,Static,"{('LTE', '9223372036854775807', '667'): {'MeanLatency': 42.16363636363636, 'MeanThroughput': 49.3972392156863}}",{'ARFCN': '529998'},MA,Unknown
