Date,Type,Info,cell_info_data,State,OverrideNetworkType
1658710266.0,Driving,"{('LTE', '15643153', '335'): {'MeanLatency': 58.61818181818182, 'MeanThroughput': 1.2656034482758618}}",{'EARFCN': '5110'},MA,LTE-CA
1663984086.0,Driving,"{('5G', '21099777', '165'): {'MeanLatency': nan, 'MeanThroughput': 2.3383135135135134}, ('LTE', '21099777', '165'): {'MeanLatency': 91.10909090909091, 'MeanThroughput': 9.287365714285714}}",{'EARFCN': '66786'},CA,Unknown
1657923778.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': 37.845454545454544, 'MeanThroughput': 3.0670598639455777}}",{'EARFCN': '1025'},MA,LTE-CA
1663812071.0,Static,"{('5G', '21090056', '40'): {'MeanLatency': 78.77272727272727, 'MeanThroughput': 22.748425423728815}, ('LTE', '21090056', '40'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,GHz)
1662341567.0,Driving,"{('5G', '10823681', '121'): {'MeanLatency': 35.44545454545454, 'MeanThroughput': 11.182195804195802}, ('LTE', '10823681', '121'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66736'},MA,GHz)
1658579286.0,Static,"{('LTE', '14397720', '127'): {'MeanLatency': 39.409090909090914, 'MeanThroughput': 10.072094736842104}}",{'EARFCN': '1025'},,GHz)
1681503286.0,Static,"{('5G', '7593025837', '807'): {'MeanLatency': 64.75454545454545, 'MeanThroughput': 25.93502123893807}}",{'ARFCN': '501390'},CA,None
1658092508.0,Walking,"{('LTE', '14397708', '126'): {'MeanLatency': 31.036363636363635, 'MeanThroughput': 52.2308537735849}}",{'EARFCN': '66536'},MA,GHz)
1658882549.0,Static,"{('LTE', '11037187', '356'): {'MeanLatency': 60.9090909090909, 'MeanThroughput': 20.81740769230769}}",{'EARFCN': '66736'},MA,LTE-CA
1662162080.0,Static,"{('LTE', '13922057', '277'): {'MeanLatency': 56.33636363636362, 'MeanThroughput': 2.286841428571428}}",{'EARFCN': '875'},MA,GHz)
1667574437.0,Static,"{('LTE', '12445699', '321'): {'MeanLatency': 62.68181818181818, 'MeanThroughput': 9.09451681415929}}",{'EARFCN': '66736'},MA,LTE-CA
1664573360.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 139.25454545454542, 'MeanThroughput': 2.257427777777778}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657840685.0,Static,"{('5G', '16899080', '201'): {'MeanLatency': 37.53636363636364, 'MeanThroughput': 1.8903537414965987}, ('LTE', '16899080', '201'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1675894312.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 67.87272727272727, 'MeanThroughput': 31.36749655172412}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1668876942.0,Static,"{('5G', '5448175919', '666'): {'MeanLatency': 38.79090909090909, 'MeanThroughput': 48.06037592592589}}",{'ARFCN': '524190'},MA,Unknown
1667665570.0,Walking,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 21.20909090909091, 'MeanThroughput': 23.759694594594595}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1664844716.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 83.69, 'MeanThroughput': 7.1822315068493126}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657567172.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': 37.63636363636364, 'MeanThroughput': 10.889237606837602}}",{'EARFCN': '66536'},MA,GHz)
1667665699.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 42.96363636363637, 'MeanThroughput': 48.4139207207207}}",{'ARFCN': '529998'},MA,Unknown
1658590471.0,Driving,"{('LTE', '15640842', '45'): {'MeanLatency': 43.06363636363636, 'MeanThroughput': 2.59856695652174}}",{'EARFCN': '700'},MA,GHz)
1658085999.0,Walking,"{('LTE', '14397720', '127'): {'MeanLatency': nan, 'MeanThroughput': 3.6696599999999995}, ('LTE', '14397718', '127'): {'MeanLatency': 36.345454545454544, 'MeanThroughput': 12.98468317757009}}",{'EARFCN': '66536'},MA,GHz)
1670532666.0,Walking,"{('5G', '9223372036854775807', '364'): {'MeanLatency': 108.9090909090909, 'MeanThroughput': 0.17096304347826088}}",{'ARFCN': '529998'},MA,Unknown
1668529304.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 49.48181818181818, 'MeanThroughput': 29.280168644067796}}",{'ARFCN': '529998'},MA,None
1662158793.0,Walking,"{('5G', '9223372036854775807', '408'): {'MeanLatency': nan, 'MeanThroughput': 61.12151973684208}, ('5G', '9223372036854775807', '303'): {'MeanLatency': 76.46153846153847, 'MeanThroughput': 83.88674999999998}}",{'ARFCN': '529998'},MA,Unknown
1667665675.0,Walking,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 27.142857142857142, 'MeanThroughput': 119.22392400000001}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '34'): {'MeanLatency': 13.65, 'MeanThroughput': 245.07128333333333}, ('LTE', '9223372036854775807', '34'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1662158770.0,Walking,"{('5G', '9223372036854775807', '303'): {'MeanLatency': 47.199999999999996, 'MeanThroughput': 26.314360377358483}}",{'ARFCN': '529998'},MA,Unknown
1657567519.0,Walking,"{('LTE', '14536214', '115'): {'MeanLatency': 36.400000000000006, 'MeanThroughput': 26.749067346938784}, ('LTE', '14351126', '218'): {'MeanLatency': nan, 'MeanThroughput': 35.55582727272727}}",{'EARFCN': '66536'},MA,LTE-CA
1683742604.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 98.89090909090909, 'MeanThroughput': 11.45528904109589}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657324218.0,Static,"{('5G', '16940042', '194'): {'MeanLatency': 42.53636363636363, 'MeanThroughput': 17.110849999999996}, ('LTE', '16940042', '194'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1657925165.0,Walking,"{('5G', '14374442', '41'): {'MeanLatency': nan, 'MeanThroughput': 30.146675000000002}, ('LTE', '14374442', '41'): {'MeanLatency': 31.218181818181815, 'MeanThroughput': 34.358054255319146}}",{'EARFCN': '66536'},MA,GHz)
1658590730.0,Driving,"{('LTE', '10458113', '158'): {'MeanLatency': 64.62727272727273, 'MeanThroughput': 24.2584794117647}}",{'EARFCN': '66736'},MA,LTE-CA
1689211801.0,Walking,"{('5G', '0', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '23200257', '30'): {'MeanLatency': 151.39090909090908, 'MeanThroughput': 10.36852611940298}}","{'ARFCN': '125570', 'EARFCN': '66786'}",CA,GHz)
1671471746.0,Walking,"{('LTE', '9223372036854775807', '560'): {'MeanLatency': 140.53636363636363, 'MeanThroughput': 0.0}}",{'ARFCN': '529998'},MA,Unknown
1667574268.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 36.690909090909095, 'MeanThroughput': 40.939310909090906}}",{'ARFCN': '529998'},MA,Unknown
1662411928.0,Static,"{('5G', '9223372036854775807', '560'): {'MeanLatency': 42.21818181818182, 'MeanThroughput': 10.263738135593226}}",{'ARFCN': '529998'},MA,Unknown
1667751903.0,Static,"{('5G', '5388083502', '560'): {'MeanLatency': 39.85454545454545, 'MeanThroughput': 20.209982051282058}}",{'ARFCN': '529998'},MA,Unknown
1658597597.0,Driving,"{('LTE', '15643664', '154'): {'MeanLatency': nan, 'MeanThroughput': 1.1397217391304348}, ('LTE', '15643663', '150'): {'MeanLatency': 65.97272727272727, 'MeanThroughput': 0.806617094017094}}",{'EARFCN': '5110'},MA,GHz)
1658591977.0,Driving,"{('LTE', '14599170', '184'): {'MeanLatency': 40.981818181818184, 'MeanThroughput': 4.194395714285714}}",{'EARFCN': '5230'},MA,None
1667665601.0,Walking,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 19.436363636363634, 'MeanThroughput': 70.57464803921569}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1664838721.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 78.07272727272726, 'MeanThroughput': 10.015776551724146}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1669745753.0,Static,"{('5G', '9223372036854775807', '423'): {'MeanLatency': 97.01666666666665, 'MeanThroughput': 17.59236611570248}, ('LTE', '9223372036854775807', '423'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '125900'},,GHz)
1657476067.0,Static,"{('LTE', '11009025', '81'): {'MeanLatency': 69.76363636363637, 'MeanThroughput': 21.279952941176468}}",{'EARFCN': '66736'},MA,LTE-CA
1658088602.0,Walking,"{('LTE', '14397718', '127'): {'MeanLatency': 37.82727272727273, 'MeanThroughput': 11.366603999999997}}",{'EARFCN': '66536'},MA,GHz)
1683742584.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 59.790909090909096, 'MeanThroughput': 10.572908264462807}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,5G(mmWave)
1667665674.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 48.07272727272727, 'MeanThroughput': 45.08928818181818}}",{'ARFCN': '529998'},MA,Unknown
1680643050.0,Static,"{('5G', '16940226', '467'): {'MeanLatency': 402.09090909090907, 'MeanThroughput': 12.31122740740741}, ('LTE', '16940226', '467'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '67086'},MA,GHz)
1658368780.0,Static,"{('5G', '22837250', '398'): {'MeanLatency': 58.8, 'MeanThroughput': 103.66004857142859}, ('LTE', '22837250', '398'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},CA,Unknown
1667665506.0,Static,"{('5G', '5388083502', '560'): {'MeanLatency': 50.45454545454545, 'MeanThroughput': 23.049155855855858}}",{'ARFCN': '529998'},MA,Unknown
1674607292.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 59.045454545454554, 'MeanThroughput': 14.78774102564102}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1657814295.0,Static,"{('LTE', '11009033', '13'): {'MeanLatency': 69.30000000000001, 'MeanThroughput': 8.58534247787611}}",{'EARFCN': '875'},MA,LTE-CA
1658081883.0,Walking,"{('5G', '14508310', '400'): {'MeanLatency': 165.84545454545454, 'MeanThroughput': 14.861570676691736}, ('LTE', '14508310', '400'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658274543.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1025'},,None
1658274556.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1025'},,None
1658081815.0,Walking,"{('5G', '14508310', '400'): {'MeanLatency': 23.736363636363638, 'MeanThroughput': 41.08629396551727}, ('LTE', '14508310', '400'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1660123285.0,Static,"{('5G', '9223372036854775807', '85'): {'MeanLatency': 53.54545454545455, 'MeanThroughput': 32.920013513513524}}",{'ARFCN': '529998'},MA,Unknown
1658345682.0,Static,"{('LTE', '33908031', '113'): {'MeanLatency': 59.11818181818182, 'MeanThroughput': 2.8798852112676054}}",{'EARFCN': '68786'},MA,LTE-CA
1658709986.0,Driving,"{('LTE', '14358017', '349'): {'MeanLatency': 77.91818181818184, 'MeanThroughput': 3.0818404580152685}}",{'EARFCN': '66786'},MA,None
1657330425.0,Static,"{('LTE', '11037186', '133'): {'MeanLatency': 58.99090909090908, 'MeanThroughput': 26.314487619047615}}",{'EARFCN': '66736'},MA,LTE-CA
1658090490.0,Static,"{('LTE', '14397708', '126'): {'MeanLatency': 35.9, 'MeanThroughput': 12.609300826446276}}",{'EARFCN': '66536'},MA,GHz)
1657922481.0,Static,"{('LTE', '14351128', '218'): {'MeanLatency': 37.290909090909096, 'MeanThroughput': 3.423931972789116}}",{'EARFCN': '1025'},MA,LTE-CA
1668188742.0,Walking,"{('5G', '9223372036854775807', '560'): {'MeanLatency': 60.39090909090908, 'MeanThroughput': 26.26505}}",{'ARFCN': '529998'},MA,Unknown
1668529285.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 106.36666666666667, 'MeanThroughput': 34.727508256880746}, ('5G', '5459484975', '533'): {'MeanLatency': 47.75, 'MeanThroughput': nan}}",{'ARFCN': '529998'},MA,None
1657567594.0,Walking,"{('5G', '17060035', '103'): {'MeanLatency': 52.90909090909091, 'MeanThroughput': 55.428897272727276}, ('LTE', '17060035', '103'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '700'},MA,GHz)
1658461851.0,Static,"{('LTE', '34497537', '384'): {'MeanLatency': 61.84545454545455, 'MeanThroughput': 3.6262341666666655}}",{'EARFCN': '66736'},MA,LTE-CA
1658345759.0,Static,"{('LTE', '16899080', '201'): {'MeanLatency': 39.83636363636364, 'MeanThroughput': 4.599115789473686}}",{'EARFCN': '700'},MA,None
1662406787.0,Static,"{('5G', '9223372036854775807', '560'): {'MeanLatency': 47.936363636363645, 'MeanThroughput': 5.679794444444446}}",{'ARFCN': '529998'},MA,Unknown
1667615658.0,Walking,"{('LTE', '14372867', '85'): {'MeanLatency': 36.1875, 'MeanThroughput': 12.130874509803926}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': 0.5720890909090909}}","{'EARFCN': '5230', 'ARFCN': '2073333'}",MA,LTE-CA
1667665699.0,Walking,"{('5G', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '144'): {'MeanLatency': 186.35454545454547, 'MeanThroughput': 31.210062264150952}, ('LTE', '9223372036854775807', '144'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '2073333'},MA,Unknown
1658591984.0,Driving,"{('LTE', '15644682', '183'): {'MeanLatency': 41.981818181818184, 'MeanThroughput': 0.7669934959349592}}",{'EARFCN': '700'},MA,GHz)
1657567500.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': 31.133333333333336, 'MeanThroughput': 34.029181730769224}, ('LTE', '14536214', '115'): {'MeanLatency': 35.6875, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,LTE-CA
1680728938.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 138.57272727272726, 'MeanThroughput': 2.2623657534246573}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658590517.0,Driving,"{('LTE', '14623766', '179'): {'MeanLatency': 36.077777777777776, 'MeanThroughput': 2.8369753424657542}, ('LTE', '14599948', '314'): {'MeanLatency': 41.3, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,GHz)
1662156115.0,Walking,"{('5G', '225546251', '78'): {'MeanLatency': 64.0090909090909, 'MeanThroughput': 22.8823906542056}}",{'EARFCN': '875'},MA,GHz)
1658082001.0,Walking,"{('5G', '14508310', '400'): {'MeanLatency': 20.236363636363635, 'MeanThroughput': 32.3931625}, ('LTE', '14508310', '400'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1658082032.0,Walking,"{('5G', '14508310', '400'): {'MeanLatency': 24.263636363636362, 'MeanThroughput': 105.61662019230766}, ('LTE', '14508310', '400'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1670532579.0,Static,"{('LTE', '9223372036854775807', '364'): {'MeanLatency': 128.13000000000002, 'MeanThroughput': 0.23310888888888887}}",{'ARFCN': '529998'},MA,Unknown
1670532104.0,Static,"{('LTE', '9223372036854775807', '247'): {'MeanLatency': 276.81818181818187, 'MeanThroughput': 0.10594040404040403}}",{'ARFCN': '125900'},MA,GHz)
1657324539.0,Static,"{('LTE', '16940042', '194'): {'MeanLatency': 39.31818181818182, 'MeanThroughput': 7.321368103448276}}",{'EARFCN': '700'},MA,GHz)
1657926488.0,Walking,"{('5G', '14374442', '41'): {'MeanLatency': 67.02727272727272, 'MeanThroughput': 46.99488909090909}, ('LTE', '14374442', '41'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '66536'},MA,5G(mmWave)
1670368564.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 77.45454545454544, 'MeanThroughput': 1.8861820143884893}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658163905.0,Walking,"{('LTE', '14351128', '218'): {'MeanLatency': 31.363636363636363, 'MeanThroughput': 33.15655092592591}}",{'EARFCN': '1025'},MA,None
1667752002.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 42.95454545454545, 'MeanThroughput': 48.69739819819822}}",{'ARFCN': '529998'},MA,Unknown
1658079823.0,Static,"{('LTE', '14397708', '126'): {'MeanLatency': nan, 'MeanThroughput': 4.494442857142857}, ('LTE', '14397718', '127'): {'MeanLatency': 32.5, 'MeanThroughput': 9.996168224299069}}",{'EARFCN': '66536'},MA,GHz)
1658109880.0,Walking,"{('LTE', '14397708', '126'): {'MeanLatency': 40.70909090909091, 'MeanThroughput': 54.381411764705895}}",{'EARFCN': '66536'},MA,GHz)
1657325657.0,Static,"{('LTE', '34497537', '384'): {'MeanLatency': 63.41818181818182, 'MeanThroughput': 0.11382821997105641}}",{'EARFCN': '66736'},MA,LTE-CA
1682702450.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 72.9, 'MeanThroughput': 23.069608800000008}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658590581.0,Driving,"{('LTE', '14599948', '314'): {'MeanLatency': nan, 'MeanThroughput': 33.925482352941174}, ('LTE', '14599958', '312'): {'MeanLatency': 38.154545454545456, 'MeanThroughput': 27.890595876288664}}",{'EARFCN': '66536'},MA,GHz)
1667233026.0,Walking,"{('5G', '5459484975', '533'): {'MeanLatency': 43.3, 'MeanThroughput': 44.58728938053096}}",{'ARFCN': '529998'},MA,Unknown
1667233044.0,Static,"{('5G', '5459484975', '533'): {'MeanLatency': 55.01818181818182, 'MeanThroughput': 47.666179090909075}}",{'ARFCN': '529998'},MA,Unknown
1667665546.0,Walking,"{('5G', '5388083502', '560'): {'MeanLatency': 50.17272727272727, 'MeanThroughput': 18.03398636363635}}",{'ARFCN': '529998'},MA,Unknown
1657925108.0,Walking,"{('LTE', '14374442', '41'): {'MeanLatency': nan, 'MeanThroughput': 34.82353333333333}, ('5G', '14374442', '41'): {'MeanLatency': 15.375454545454545, 'MeanThroughput': 27.868498630136987}}",{'EARFCN': '66536'},MA,5G(mmWave)
1664921376.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 117.8, 'MeanThroughput': 10.376754166666666}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,GHz)
1670523278.0,Static,"{('5G', '9223372036854775807', '247'): {'MeanLatency': nan, 'MeanThroughput': 1.513122680412371}, ('5G', '9223372036854775807', '189'): {'MeanLatency': 145.97272727272727, 'MeanThroughput': 1.5611574468085105}}",{'ARFCN': '125900'},MA,GHz)
1658590452.0,Driving,"{('LTE', '14623776', '177'): {'MeanLatency': nan, 'MeanThroughput': 7.726531578947366}, ('LTE', '14623776', '179'): {'MeanLatency': nan, 'MeanThroughput': 7.9391085714285685}, ('LTE', '14623766', '179'): {'MeanLatency': 40.081818181818186, 'MeanThroughput': 15.44586486486487}}",{'EARFCN': '66536'},MA,GHz)
1667232901.0,Walking,"{('5G', '5389836591', '341'): {'MeanLatency': 51.03636363636363, 'MeanThroughput': 14.706916949152532}}",{'ARFCN': '529998'},MA,Unknown
1672565111.0,Static,"{('LTE', '45611008', '109'): {'MeanLatency': 279.0, 'MeanThroughput': 51.38917657657659}}",{'EARFCN': '1300'},85356,LTE-CA
1666574949.0,Static,"{('LTE', '141688328', '13'): {'MeanLatency': 64.10000000000001, 'MeanThroughput': 42.811079816513775}}",{'EARFCN': '850'},CA,LTE
1657831411.0,Static,"{('LTE', '16899080', '201'): {'MeanLatency': nan, 'MeanThroughput': 1.200128915662651}, ('5G', '16899080', '201'): {'MeanLatency': 37.56363636363636, 'MeanThroughput': 0.9454688524590164}}",{'EARFCN': '700'},MA,GHz)
1657925932.0,Static,"{('LTE', '14351116', '216'): {'MeanLatency': nan, 'MeanThroughput': 109.79383235294118}, ('5G', '14351116', '216'): {'MeanLatency': 26.454545454545453, 'MeanThroughput': 159.7909880597015}}",{'EARFCN': '66536'},MA,5G(mmWave)
1664489884.0,Static,"{('5G', '21078793', '284'): {'MeanLatency': 92.32727272727271, 'MeanThroughput': 2.189612598425197}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1684357388.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 57.436363636363645, 'MeanThroughput': 62.235123148148176}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
1658154866.0,Walking,"{('LTE', '14397713', '126'): {'MeanLatency': 22.400000000000002, 'MeanThroughput': 27.77743557692307}, ('5G', '14397713', '126'): {'MeanLatency': 19.775000000000002, 'MeanThroughput': nan}}",{'EARFCN': '2560'},MA,5G(mmWave)
1658155815.0,Static,"{('LTE', '14397720', '127'): {'MeanLatency': 35.60909090909091, 'MeanThroughput': 6.408457264957264}}",{'EARFCN': '1025'},MA,LTE-CA
1658710060.0,Driving,"{('LTE', '14651393', '158'): {'MeanLatency': 66.6375, 'MeanThroughput': 0.9224231481481481}, ('LTE', '14625795', '285'): {'MeanLatency': 51.0, 'MeanThroughput': nan}}",{'EARFCN': '5230'},MA,LTE-CA
1657925035.0,Walking,"{('LTE', '14536214', '115'): {'MeanLatency': 36.25454545454545, 'MeanThroughput': 37.92219126213595}}",{'EARFCN': '66536'},MA,LTE-CA
1662411705.0,Static,"{('5G', '9223372036854775807', '560'): {'MeanLatency': 49.31818181818182, 'MeanThroughput': 12.7074186440678}, ('LTE', '9223372036854775807', '560'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '529998'},MA,Unknown
1662158830.0,Walking,"{('5G', '9223372036854775807', '303'): {'MeanLatency': 41.43636363636363, 'MeanThroughput': 79.64258857142858}}",{'ARFCN': '529998'},MA,Unknown
1657925275.0,Walking,"{('LTE', '14536214', '115'): {'MeanLatency': nan, 'MeanThroughput': 33.0714}, ('5G', '14536214', '115'): {'MeanLatency': 20.46363636363636, 'MeanThroughput': 45.18922058823531}}",{'EARFCN': '66536'},MA,5G(mmWave)
1685141424.0,Walking,"{('5G', '21078793', '284'): {'MeanLatency': 55.82727272727273, 'MeanThroughput': 13.050874100719433}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '1000'},CA,Unknown
